dose_character	treatment	name
100	S1147	Barasertib (AZD1152-HQPA)
100	S1147	Barasertib (AZD1152-HQPA)
100	S1147	Barasertib (AZD1152-HQPA)
100	S1147	Barasertib (AZD1152-HQPA)
1000	S1147	Barasertib (AZD1152-HQPA)
1000	S1147	Barasertib (AZD1152-HQPA)
1000	S1147	Barasertib (AZD1152-HQPA)
1000	S1147	Barasertib (AZD1152-HQPA)
1000	S1147	Barasertib (AZD1152-HQPA)
1000	S1147	Barasertib (AZD1152-HQPA)
1000	S1147	Barasertib (AZD1152-HQPA)
1000	S1147	Barasertib (AZD1152-HQPA)
10000	S1147	Barasertib (AZD1152-HQPA)
10000	S1147	Barasertib (AZD1152-HQPA)
10000	S1147	Barasertib (AZD1152-HQPA)
10000	S1147	Barasertib (AZD1152-HQPA)
10000	S1147	Barasertib (AZD1152-HQPA)
10000	S1147	Barasertib (AZD1152-HQPA)
10000	S1147	Barasertib (AZD1152-HQPA)
10000	S1147	Barasertib (AZD1152-HQPA)
10	S1153	Roscovitine (Seliciclib,CYC202)
10	S1153	Roscovitine (Seliciclib,CYC202)
10	S1153	Roscovitine (Seliciclib,CYC202)
10	S1153	Roscovitine (Seliciclib,CYC202)
10	S1153	Roscovitine (Seliciclib,CYC202)
10	S1153	Roscovitine (Seliciclib,CYC202)
100	S1153	Roscovitine (Seliciclib,CYC202)
100	S1153	Roscovitine (Seliciclib,CYC202)
100	S1153	Roscovitine (Seliciclib,CYC202)
100	S1153	Roscovitine (Seliciclib,CYC202)
100	S1153	Roscovitine (Seliciclib,CYC202)
100	S1153	Roscovitine (Seliciclib,CYC202)
1000	S1153	Roscovitine (Seliciclib,CYC202)
1000	S1153	Roscovitine (Seliciclib,CYC202)
1000	S1153	Roscovitine (Seliciclib,CYC202)
1000	S1153	Roscovitine (Seliciclib,CYC202)
1000	S1153	Roscovitine (Seliciclib,CYC202)
1000	S1153	Roscovitine (Seliciclib,CYC202)
10000	S1153	Roscovitine (Seliciclib,CYC202)
10000	S1153	Roscovitine (Seliciclib,CYC202)
10000	S1153	Roscovitine (Seliciclib,CYC202)
10000	S1153	Roscovitine (Seliciclib,CYC202)
10000	S1153	Roscovitine (Seliciclib,CYC202)
10000	S1153	Roscovitine (Seliciclib,CYC202)
10	S1154	SNS-314 Mesylate
10	S1154	SNS-314 Mesylate
10	S1154	SNS-314 Mesylate
10	S1154	SNS-314 Mesylate
10	S1154	SNS-314 Mesylate
10	S1154	SNS-314 Mesylate
100	S1154	SNS-314 Mesylate
100	S1154	SNS-314 Mesylate
100	S1154	SNS-314 Mesylate
100	S1154	SNS-314 Mesylate
100	S1154	SNS-314 Mesylate
100	S1154	SNS-314 Mesylate
1000	S1154	SNS-314 Mesylate
1000	S1154	SNS-314 Mesylate
1000	S1154	SNS-314 Mesylate
1000	S1154	SNS-314 Mesylate
1000	S1154	SNS-314 Mesylate
1000	S1154	SNS-314 Mesylate
10000	S1154	SNS-314 Mesylate
10000	S1154	SNS-314 Mesylate
10000	S1154	SNS-314 Mesylate
10000	S1154	SNS-314 Mesylate
10000	S1154	SNS-314 Mesylate
10000	S1154	SNS-314 Mesylate
10	S1155	S3I-201
10	S1155	S3I-201
10	S1155	S3I-201
10	S1155	S3I-201
10	S1155	S3I-201
10	S1155	S3I-201
100	S1155	S3I-201
100	S1155	S3I-201
100	S1155	S3I-201
100	S1155	S3I-201
100	S1155	S3I-201
100	S1155	S3I-201
1000	S1155	S3I-201
1000	S1155	S3I-201
1000	S1155	S3I-201
1000	S1155	S3I-201
1000	S1155	S3I-201
1000	S1155	S3I-201
10000	S1155	S3I-201
10000	S1155	S3I-201
10000	S1155	S3I-201
10000	S1155	S3I-201
10000	S1155	S3I-201
10000	S1155	S3I-201
10	S1156	Capecitabine 
10	S1156	Capecitabine 
10	S1156	Capecitabine 
10	S1156	Capecitabine 
10	S1156	Capecitabine 
10	S1156	Capecitabine 
100	S1156	Capecitabine 
100	S1156	Capecitabine 
100	S1156	Capecitabine 
100	S1156	Capecitabine 
100	S1156	Capecitabine 
100	S1156	Capecitabine 
1000	S1156	Capecitabine 
1000	S1156	Capecitabine 
1000	S1156	Capecitabine 
1000	S1156	Capecitabine 
1000	S1156	Capecitabine 
1000	S1156	Capecitabine 
10000	S1156	Capecitabine 
10000	S1156	Capecitabine 
10000	S1156	Capecitabine 
10000	S1156	Capecitabine 
10000	S1156	Capecitabine 
10000	S1156	Capecitabine 
10	S1168	Valproic acid sodium salt (Sodium valproate)
10	S1168	Valproic acid sodium salt (Sodium valproate)
10	S1168	Valproic acid sodium salt (Sodium valproate)
10	S1168	Valproic acid sodium salt (Sodium valproate)
10	S1168	Valproic acid sodium salt (Sodium valproate)
10	S1168	Valproic acid sodium salt (Sodium valproate)
100	S1168	Valproic acid sodium salt (Sodium valproate)
100	S1168	Valproic acid sodium salt (Sodium valproate)
100	S1168	Valproic acid sodium salt (Sodium valproate)
100	S1168	Valproic acid sodium salt (Sodium valproate)
100	S1168	Valproic acid sodium salt (Sodium valproate)
100	S1168	Valproic acid sodium salt (Sodium valproate)
1000	S1168	Valproic acid sodium salt (Sodium valproate)
1000	S1168	Valproic acid sodium salt (Sodium valproate)
1000	S1168	Valproic acid sodium salt (Sodium valproate)
1000	S1168	Valproic acid sodium salt (Sodium valproate)
1000	S1168	Valproic acid sodium salt (Sodium valproate)
1000	S1168	Valproic acid sodium salt (Sodium valproate)
10000	S1168	Valproic acid sodium salt (Sodium valproate)
10000	S1168	Valproic acid sodium salt (Sodium valproate)
10000	S1168	Valproic acid sodium salt (Sodium valproate)
10000	S1168	Valproic acid sodium salt (Sodium valproate)
10000	S1168	Valproic acid sodium salt (Sodium valproate)
10000	S1168	Valproic acid sodium salt (Sodium valproate)
10	S1169	TGX-221
10	S1169	TGX-221
10	S1169	TGX-221
10	S1169	TGX-221
10	S1169	TGX-221
10	S1169	TGX-221
100	S1169	TGX-221
100	S1169	TGX-221
100	S1169	TGX-221
100	S1169	TGX-221
100	S1169	TGX-221
100	S1169	TGX-221
1000	S1169	TGX-221
1000	S1169	TGX-221
1000	S1169	TGX-221
1000	S1169	TGX-221
1000	S1169	TGX-221
1000	S1169	TGX-221
10000	S1169	TGX-221
10000	S1169	TGX-221
10000	S1169	TGX-221
10000	S1169	TGX-221
10000	S1169	TGX-221
10000	S1169	TGX-221
10	S1171	CYC116
10	S1171	CYC116
10	S1171	CYC116
10	S1171	CYC116
10	S1171	CYC116
10	S1171	CYC116
100	S1171	CYC116
100	S1171	CYC116
100	S1171	CYC116
100	S1171	CYC116
100	S1171	CYC116
100	S1171	CYC116
1000	S1171	CYC116
1000	S1171	CYC116
1000	S1171	CYC116
1000	S1171	CYC116
1000	S1171	CYC116
1000	S1171	CYC116
10000	S1171	CYC116
10000	S1171	CYC116
10000	S1171	CYC116
10000	S1171	CYC116
10000	S1171	CYC116
10000	S1171	CYC116
10	S1172	JNJ-26854165 (Serdemetan)
10	S1172	JNJ-26854165 (Serdemetan)
10	S1172	JNJ-26854165 (Serdemetan)
10	S1172	JNJ-26854165 (Serdemetan)
10	S1172	JNJ-26854165 (Serdemetan)
10	S1172	JNJ-26854165 (Serdemetan)
100	S1172	JNJ-26854165 (Serdemetan)
100	S1172	JNJ-26854165 (Serdemetan)
100	S1172	JNJ-26854165 (Serdemetan)
100	S1172	JNJ-26854165 (Serdemetan)
100	S1172	JNJ-26854165 (Serdemetan)
100	S1172	JNJ-26854165 (Serdemetan)
1000	S1172	JNJ-26854165 (Serdemetan)
1000	S1172	JNJ-26854165 (Serdemetan)
1000	S1172	JNJ-26854165 (Serdemetan)
1000	S1172	JNJ-26854165 (Serdemetan)
1000	S1172	JNJ-26854165 (Serdemetan)
1000	S1172	JNJ-26854165 (Serdemetan)
10000	S1172	JNJ-26854165 (Serdemetan)
10000	S1172	JNJ-26854165 (Serdemetan)
10000	S1172	JNJ-26854165 (Serdemetan)
10000	S1172	JNJ-26854165 (Serdemetan)
10000	S1172	JNJ-26854165 (Serdemetan)
10000	S1172	JNJ-26854165 (Serdemetan)
10	S1177	PD98059
10	S1177	PD98059
10	S1177	PD98059
10	S1177	PD98059
10	S1177	PD98059
10	S1177	PD98059
100	S1177	PD98059
100	S1177	PD98059
100	S1177	PD98059
100	S1177	PD98059
100	S1177	PD98059
100	S1177	PD98059
1000	S1177	PD98059
1000	S1177	PD98059
1000	S1177	PD98059
1000	S1177	PD98059
1000	S1177	PD98059
1000	S1177	PD98059
10000	S1177	PD98059
10000	S1177	PD98059
10000	S1177	PD98059
10000	S1177	PD98059
10000	S1177	PD98059
10000	S1177	PD98059
10	S1178	Regorafenib (BAY 73-4506)
10	S1178	Regorafenib (BAY 73-4506)
10	S1178	Regorafenib (BAY 73-4506)
10	S1178	Regorafenib (BAY 73-4506)
10	S1178	Regorafenib (BAY 73-4506)
10	S1178	Regorafenib (BAY 73-4506)
100	S1178	Regorafenib (BAY 73-4506)
100	S1178	Regorafenib (BAY 73-4506)
100	S1178	Regorafenib (BAY 73-4506)
100	S1178	Regorafenib (BAY 73-4506)
100	S1178	Regorafenib (BAY 73-4506)
100	S1178	Regorafenib (BAY 73-4506)
1000	S1178	Regorafenib (BAY 73-4506)
1000	S1178	Regorafenib (BAY 73-4506)
1000	S1178	Regorafenib (BAY 73-4506)
1000	S1178	Regorafenib (BAY 73-4506)
1000	S1178	Regorafenib (BAY 73-4506)
1000	S1178	Regorafenib (BAY 73-4506)
10000	S1178	Regorafenib (BAY 73-4506)
10000	S1178	Regorafenib (BAY 73-4506)
10000	S1178	Regorafenib (BAY 73-4506)
10000	S1178	Regorafenib (BAY 73-4506)
10000	S1178	Regorafenib (BAY 73-4506)
10000	S1178	Regorafenib (BAY 73-4506)
10	S1180	XAV-939
10	S1180	XAV-939
10	S1180	XAV-939
10	S1180	XAV-939
10	S1180	XAV-939
10	S1180	XAV-939
100	S1180	XAV-939
100	S1180	XAV-939
100	S1180	XAV-939
100	S1180	XAV-939
100	S1180	XAV-939
100	S1180	XAV-939
1000	S1180	XAV-939
1000	S1180	XAV-939
1000	S1180	XAV-939
1000	S1180	XAV-939
1000	S1180	XAV-939
1000	S1180	XAV-939
10000	S1180	XAV-939
10000	S1180	XAV-939
10000	S1180	XAV-939
10000	S1180	XAV-939
10000	S1180	XAV-939
10000	S1180	XAV-939
10	S1181	ENMD-2076
10	S1181	ENMD-2076
10	S1181	ENMD-2076
10	S1181	ENMD-2076
10	S1181	ENMD-2076
10	S1181	ENMD-2076
100	S1181	ENMD-2076
100	S1181	ENMD-2076
100	S1181	ENMD-2076
100	S1181	ENMD-2076
100	S1181	ENMD-2076
100	S1181	ENMD-2076
1000	S1181	ENMD-2076
1000	S1181	ENMD-2076
1000	S1181	ENMD-2076
1000	S1181	ENMD-2076
1000	S1181	ENMD-2076
1000	S1181	ENMD-2076
10000	S1181	ENMD-2076
10000	S1181	ENMD-2076
10000	S1181	ENMD-2076
10000	S1181	ENMD-2076
10000	S1181	ENMD-2076
10000	S1181	ENMD-2076
10	S1191	Fulvestrant
10	S1191	Fulvestrant
10	S1191	Fulvestrant
10	S1191	Fulvestrant
10	S1191	Fulvestrant
10	S1191	Fulvestrant
100	S1191	Fulvestrant
100	S1191	Fulvestrant
100	S1191	Fulvestrant
100	S1191	Fulvestrant
100	S1191	Fulvestrant
100	S1191	Fulvestrant
1000	S1191	Fulvestrant
1000	S1191	Fulvestrant
1000	S1191	Fulvestrant
1000	S1191	Fulvestrant
1000	S1191	Fulvestrant
1000	S1191	Fulvestrant
10000	S1191	Fulvestrant
10000	S1191	Fulvestrant
10000	S1191	Fulvestrant
10000	S1191	Fulvestrant
10000	S1191	Fulvestrant
10000	S1191	Fulvestrant
10	S1192	Raltitrexed
10	S1192	Raltitrexed
10	S1192	Raltitrexed
10	S1192	Raltitrexed
10	S1192	Raltitrexed
10	S1192	Raltitrexed
100	S1192	Raltitrexed
100	S1192	Raltitrexed
100	S1192	Raltitrexed
100	S1192	Raltitrexed
100	S1192	Raltitrexed
100	S1192	Raltitrexed
1000	S1192	Raltitrexed
1000	S1192	Raltitrexed
1000	S1192	Raltitrexed
1000	S1192	Raltitrexed
1000	S1192	Raltitrexed
1000	S1192	Raltitrexed
10000	S1192	Raltitrexed
10000	S1192	Raltitrexed
10000	S1192	Raltitrexed
10000	S1192	Raltitrexed
10000	S1192	Raltitrexed
10000	S1192	Raltitrexed
10	S1193	Thalidomide
10	S1193	Thalidomide
10	S1193	Thalidomide
10	S1193	Thalidomide
10	S1193	Thalidomide
10	S1193	Thalidomide
100	S1193	Thalidomide
100	S1193	Thalidomide
100	S1193	Thalidomide
100	S1193	Thalidomide
100	S1193	Thalidomide
100	S1193	Thalidomide
1000	S1193	Thalidomide
1000	S1193	Thalidomide
1000	S1193	Thalidomide
1000	S1193	Thalidomide
1000	S1193	Thalidomide
1000	S1193	Thalidomide
10000	S1193	Thalidomide
10000	S1193	Thalidomide
10000	S1193	Thalidomide
10000	S1193	Thalidomide
10000	S1193	Thalidomide
10000	S1193	Thalidomide
10	S1194	CUDC-101
10	S1194	CUDC-101
10	S1194	CUDC-101
10	S1194	CUDC-101
10	S1194	CUDC-101
10	S1194	CUDC-101
100	S1194	CUDC-101
100	S1194	CUDC-101
100	S1194	CUDC-101
100	S1194	CUDC-101
100	S1194	CUDC-101
100	S1194	CUDC-101
1000	S1194	CUDC-101
1000	S1194	CUDC-101
1000	S1194	CUDC-101
1000	S1194	CUDC-101
1000	S1194	CUDC-101
1000	S1194	CUDC-101
10000	S1194	CUDC-101
10000	S1194	CUDC-101
10000	S1194	CUDC-101
10000	S1194	CUDC-101
10000	S1194	CUDC-101
10000	S1194	CUDC-101
10	S1200	Decitabine
10	S1200	Decitabine
10	S1200	Decitabine
10	S1200	Decitabine
10	S1200	Decitabine
10	S1200	Decitabine
10	S1200	Decitabine
10	S1200	Decitabine
100	S1200	Decitabine
100	S1200	Decitabine
100	S1200	Decitabine
100	S1200	Decitabine
100	S1200	Decitabine
100	S1200	Decitabine
100	S1200	Decitabine
100	S1200	Decitabine
1000	S1200	Decitabine
1000	S1200	Decitabine
1000	S1200	Decitabine
1000	S1200	Decitabine
1000	S1200	Decitabine
1000	S1200	Decitabine
1000	S1200	Decitabine
1000	S1200	Decitabine
10000	S1200	Decitabine
10000	S1200	Decitabine
10000	S1200	Decitabine
10000	S1200	Decitabine
10000	S1200	Decitabine
10000	S1200	Decitabine
10000	S1200	Decitabine
10000	S1200	Decitabine
10	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10	S1209	Fluorouracil (5-Fluoracil, 5-FU)
100	S1209	Fluorouracil (5-Fluoracil, 5-FU)
100	S1209	Fluorouracil (5-Fluoracil, 5-FU)
100	S1209	Fluorouracil (5-Fluoracil, 5-FU)
100	S1209	Fluorouracil (5-Fluoracil, 5-FU)
100	S1209	Fluorouracil (5-Fluoracil, 5-FU)
100	S1209	Fluorouracil (5-Fluoracil, 5-FU)
1000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
1000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
1000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
1000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
1000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
1000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10000	S1209	Fluorouracil (5-Fluoracil, 5-FU)
10	S1216	PFI-1 (PF-6405761)
10	S1216	PFI-1 (PF-6405761)
10	S1216	PFI-1 (PF-6405761)
10	S1216	PFI-1 (PF-6405761)
10	S1216	PFI-1 (PF-6405761)
10	S1216	PFI-1 (PF-6405761)
10	S1216	PFI-1 (PF-6405761)
10	S1216	PFI-1 (PF-6405761)
100	S1216	PFI-1 (PF-6405761)
100	S1216	PFI-1 (PF-6405761)
100	S1216	PFI-1 (PF-6405761)
100	S1216	PFI-1 (PF-6405761)
100	S1216	PFI-1 (PF-6405761)
100	S1216	PFI-1 (PF-6405761)
100	S1216	PFI-1 (PF-6405761)
100	S1216	PFI-1 (PF-6405761)
1000	S1216	PFI-1 (PF-6405761)
1000	S1216	PFI-1 (PF-6405761)
1000	S1216	PFI-1 (PF-6405761)
1000	S1216	PFI-1 (PF-6405761)
1000	S1216	PFI-1 (PF-6405761)
1000	S1216	PFI-1 (PF-6405761)
1000	S1216	PFI-1 (PF-6405761)
1000	S1216	PFI-1 (PF-6405761)
10000	S1216	PFI-1 (PF-6405761)
10000	S1216	PFI-1 (PF-6405761)
10000	S1216	PFI-1 (PF-6405761)
10000	S1216	PFI-1 (PF-6405761)
10000	S1216	PFI-1 (PF-6405761)
10000	S1216	PFI-1 (PF-6405761)
10000	S1216	PFI-1 (PF-6405761)
10000	S1216	PFI-1 (PF-6405761)
10	S1233	2-Methoxyestradiol (2-MeOE2)
10	S1233	2-Methoxyestradiol (2-MeOE2)
10	S1233	2-Methoxyestradiol (2-MeOE2)
10	S1233	2-Methoxyestradiol (2-MeOE2)
10	S1233	2-Methoxyestradiol (2-MeOE2)
10	S1233	2-Methoxyestradiol (2-MeOE2)
10	S1233	2-Methoxyestradiol (2-MeOE2)
10	S1233	2-Methoxyestradiol (2-MeOE2)
100	S1233	2-Methoxyestradiol (2-MeOE2)
100	S1233	2-Methoxyestradiol (2-MeOE2)
100	S1233	2-Methoxyestradiol (2-MeOE2)
100	S1233	2-Methoxyestradiol (2-MeOE2)
100	S1233	2-Methoxyestradiol (2-MeOE2)
100	S1233	2-Methoxyestradiol (2-MeOE2)
100	S1233	2-Methoxyestradiol (2-MeOE2)
100	S1233	2-Methoxyestradiol (2-MeOE2)
1000	S1233	2-Methoxyestradiol (2-MeOE2)
1000	S1233	2-Methoxyestradiol (2-MeOE2)
1000	S1233	2-Methoxyestradiol (2-MeOE2)
1000	S1233	2-Methoxyestradiol (2-MeOE2)
1000	S1233	2-Methoxyestradiol (2-MeOE2)
1000	S1233	2-Methoxyestradiol (2-MeOE2)
1000	S1233	2-Methoxyestradiol (2-MeOE2)
1000	S1233	2-Methoxyestradiol (2-MeOE2)
10000	S1233	2-Methoxyestradiol (2-MeOE2)
10000	S1233	2-Methoxyestradiol (2-MeOE2)
10000	S1233	2-Methoxyestradiol (2-MeOE2)
10000	S1233	2-Methoxyestradiol (2-MeOE2)
10000	S1233	2-Methoxyestradiol (2-MeOE2)
10000	S1233	2-Methoxyestradiol (2-MeOE2)
10000	S1233	2-Methoxyestradiol (2-MeOE2)
10000	S1233	2-Methoxyestradiol (2-MeOE2)
10	S1249	JNJ-7706621
10	S1249	JNJ-7706621
10	S1249	JNJ-7706621
10	S1249	JNJ-7706621
10	S1249	JNJ-7706621
10	S1249	JNJ-7706621
10	S1249	JNJ-7706621
10	S1249	JNJ-7706621
100	S1249	JNJ-7706621
100	S1249	JNJ-7706621
100	S1249	JNJ-7706621
100	S1249	JNJ-7706621
100	S1249	JNJ-7706621
100	S1249	JNJ-7706621
100	S1249	JNJ-7706621
100	S1249	JNJ-7706621
1000	S1249	JNJ-7706621
1000	S1249	JNJ-7706621
1000	S1249	JNJ-7706621
1000	S1249	JNJ-7706621
1000	S1249	JNJ-7706621
1000	S1249	JNJ-7706621
1000	S1249	JNJ-7706621
1000	S1249	JNJ-7706621
10000	S1249	JNJ-7706621
10000	S1249	JNJ-7706621
10000	S1249	JNJ-7706621
10000	S1249	JNJ-7706621
10000	S1249	JNJ-7706621
10000	S1249	JNJ-7706621
10000	S1249	JNJ-7706621
10000	S1249	JNJ-7706621
10	S1259	Ramelteon
10	S1259	Ramelteon
10	S1259	Ramelteon
10	S1259	Ramelteon
10	S1259	Ramelteon
10	S1259	Ramelteon
100	S1259	Ramelteon
100	S1259	Ramelteon
100	S1259	Ramelteon
100	S1259	Ramelteon
100	S1259	Ramelteon
100	S1259	Ramelteon
1000	S1259	Ramelteon
1000	S1259	Ramelteon
1000	S1259	Ramelteon
1000	S1259	Ramelteon
1000	S1259	Ramelteon
1000	S1259	Ramelteon
10000	S1259	Ramelteon
10000	S1259	Ramelteon
10000	S1259	Ramelteon
10000	S1259	Ramelteon
10000	S1259	Ramelteon
10000	S1259	Ramelteon
10	S1261	Celecoxib
10	S1261	Celecoxib
10	S1261	Celecoxib
10	S1261	Celecoxib
10	S1261	Celecoxib
10	S1261	Celecoxib
100	S1261	Celecoxib
100	S1261	Celecoxib
100	S1261	Celecoxib
100	S1261	Celecoxib
100	S1261	Celecoxib
100	S1261	Celecoxib
1000	S1261	Celecoxib
1000	S1261	Celecoxib
1000	S1261	Celecoxib
1000	S1261	Celecoxib
1000	S1261	Celecoxib
1000	S1261	Celecoxib
10000	S1261	Celecoxib
10000	S1261	Celecoxib
10000	S1261	Celecoxib
10000	S1261	Celecoxib
10000	S1261	Celecoxib
10000	S1261	Celecoxib
10	S1262	Avagacestat (BMS-708163)
10	S1262	Avagacestat (BMS-708163)
10	S1262	Avagacestat (BMS-708163)
10	S1262	Avagacestat (BMS-708163)
10	S1262	Avagacestat (BMS-708163)
10	S1262	Avagacestat (BMS-708163)
100	S1262	Avagacestat (BMS-708163)
100	S1262	Avagacestat (BMS-708163)
100	S1262	Avagacestat (BMS-708163)
100	S1262	Avagacestat (BMS-708163)
100	S1262	Avagacestat (BMS-708163)
100	S1262	Avagacestat (BMS-708163)
1000	S1262	Avagacestat (BMS-708163)
1000	S1262	Avagacestat (BMS-708163)
1000	S1262	Avagacestat (BMS-708163)
1000	S1262	Avagacestat (BMS-708163)
1000	S1262	Avagacestat (BMS-708163)
1000	S1262	Avagacestat (BMS-708163)
10000	S1262	Avagacestat (BMS-708163)
10000	S1262	Avagacestat (BMS-708163)
10000	S1262	Avagacestat (BMS-708163)
10000	S1262	Avagacestat (BMS-708163)
10000	S1262	Avagacestat (BMS-708163)
10000	S1262	Avagacestat (BMS-708163)
10	S1264	PD173074
10	S1264	PD173074
10	S1264	PD173074
10	S1264	PD173074
10	S1264	PD173074
10	S1264	PD173074
100	S1264	PD173074
100	S1264	PD173074
100	S1264	PD173074
100	S1264	PD173074
100	S1264	PD173074
100	S1264	PD173074
1000	S1264	PD173074
1000	S1264	PD173074
1000	S1264	PD173074
1000	S1264	PD173074
1000	S1264	PD173074
1000	S1264	PD173074
10000	S1264	PD173074
10000	S1264	PD173074
10000	S1264	PD173074
10000	S1264	PD173074
10000	S1264	PD173074
10000	S1264	PD173074
10	S1278	Altretamine
10	S1278	Altretamine
10	S1278	Altretamine
10	S1278	Altretamine
10	S1278	Altretamine
10	S1278	Altretamine
100	S1278	Altretamine
100	S1278	Altretamine
100	S1278	Altretamine
100	S1278	Altretamine
100	S1278	Altretamine
100	S1278	Altretamine
1000	S1278	Altretamine
1000	S1278	Altretamine
1000	S1278	Altretamine
1000	S1278	Altretamine
1000	S1278	Altretamine
1000	S1278	Altretamine
10000	S1278	Altretamine
10000	S1278	Altretamine
10000	S1278	Altretamine
10000	S1278	Altretamine
10000	S1278	Altretamine
10000	S1278	Altretamine
10	S1280	Amisulpride
10	S1280	Amisulpride
10	S1280	Amisulpride
10	S1280	Amisulpride
10	S1280	Amisulpride
10	S1280	Amisulpride
100	S1280	Amisulpride
100	S1280	Amisulpride
100	S1280	Amisulpride
100	S1280	Amisulpride
100	S1280	Amisulpride
100	S1280	Amisulpride
1000	S1280	Amisulpride
1000	S1280	Amisulpride
1000	S1280	Amisulpride
1000	S1280	Amisulpride
1000	S1280	Amisulpride
1000	S1280	Amisulpride
10000	S1280	Amisulpride
10000	S1280	Amisulpride
10000	S1280	Amisulpride
10000	S1280	Amisulpride
10000	S1280	Amisulpride
10000	S1280	Amisulpride
10	S1289	Carmofur
10	S1289	Carmofur
10	S1289	Carmofur
10	S1289	Carmofur
10	S1289	Carmofur
10	S1289	Carmofur
100	S1289	Carmofur
100	S1289	Carmofur
100	S1289	Carmofur
100	S1289	Carmofur
100	S1289	Carmofur
100	S1289	Carmofur
1000	S1289	Carmofur
1000	S1289	Carmofur
1000	S1289	Carmofur
1000	S1289	Carmofur
1000	S1289	Carmofur
1000	S1289	Carmofur
10000	S1289	Carmofur
10000	S1289	Carmofur
10000	S1289	Carmofur
10000	S1289	Carmofur
10000	S1289	Carmofur
10000	S1289	Carmofur
10	S1297	Epothilone A
10	S1297	Epothilone A
10	S1297	Epothilone A
10	S1297	Epothilone A
10	S1297	Epothilone A
10	S1297	Epothilone A
100	S1297	Epothilone A
100	S1297	Epothilone A
100	S1297	Epothilone A
100	S1297	Epothilone A
100	S1297	Epothilone A
100	S1297	Epothilone A
1000	S1297	Epothilone A
1000	S1297	Epothilone A
1000	S1297	Epothilone A
1000	S1297	Epothilone A
1000	S1297	Epothilone A
1000	S1297	Epothilone A
10000	S1297	Epothilone A
10000	S1297	Epothilone A
10000	S1297	Epothilone A
10000	S1297	Epothilone A
10000	S1297	Epothilone A
10000	S1297	Epothilone A
10	S1305	Mercaptopurine (6-MP)
10	S1305	Mercaptopurine (6-MP)
10	S1305	Mercaptopurine (6-MP)
10	S1305	Mercaptopurine (6-MP)
10	S1305	Mercaptopurine (6-MP)
10	S1305	Mercaptopurine (6-MP)
100	S1305	Mercaptopurine (6-MP)
100	S1305	Mercaptopurine (6-MP)
100	S1305	Mercaptopurine (6-MP)
100	S1305	Mercaptopurine (6-MP)
100	S1305	Mercaptopurine (6-MP)
100	S1305	Mercaptopurine (6-MP)
1000	S1305	Mercaptopurine (6-MP)
1000	S1305	Mercaptopurine (6-MP)
1000	S1305	Mercaptopurine (6-MP)
1000	S1305	Mercaptopurine (6-MP)
1000	S1305	Mercaptopurine (6-MP)
1000	S1305	Mercaptopurine (6-MP)
10000	S1305	Mercaptopurine (6-MP)
10000	S1305	Mercaptopurine (6-MP)
10000	S1305	Mercaptopurine (6-MP)
10000	S1305	Mercaptopurine (6-MP)
10000	S1305	Mercaptopurine (6-MP)
10000	S1305	Mercaptopurine (6-MP)
10	S1312	Streptozotocin (STZ)
10	S1312	Streptozotocin (STZ)
10	S1312	Streptozotocin (STZ)
10	S1312	Streptozotocin (STZ)
10	S1312	Streptozotocin (STZ)
10	S1312	Streptozotocin (STZ)
100	S1312	Streptozotocin (STZ)
100	S1312	Streptozotocin (STZ)
100	S1312	Streptozotocin (STZ)
100	S1312	Streptozotocin (STZ)
100	S1312	Streptozotocin (STZ)
100	S1312	Streptozotocin (STZ)
1000	S1312	Streptozotocin (STZ)
1000	S1312	Streptozotocin (STZ)
1000	S1312	Streptozotocin (STZ)
1000	S1312	Streptozotocin (STZ)
1000	S1312	Streptozotocin (STZ)
1000	S1312	Streptozotocin (STZ)
10000	S1312	Streptozotocin (STZ)
10000	S1312	Streptozotocin (STZ)
10000	S1312	Streptozotocin (STZ)
10000	S1312	Streptozotocin (STZ)
10000	S1312	Streptozotocin (STZ)
10000	S1312	Streptozotocin (STZ)
10	S1315	Ki16425
10	S1315	Ki16425
10	S1315	Ki16425
10	S1315	Ki16425
10	S1315	Ki16425
10	S1315	Ki16425
100	S1315	Ki16425
100	S1315	Ki16425
100	S1315	Ki16425
100	S1315	Ki16425
100	S1315	Ki16425
100	S1315	Ki16425
1000	S1315	Ki16425
1000	S1315	Ki16425
1000	S1315	Ki16425
1000	S1315	Ki16425
1000	S1315	Ki16425
1000	S1315	Ki16425
10000	S1315	Ki16425
